Date	Time	SensorID	Value	ResidentID	TaskID
2008-11-10	14:28:17.986759	122	1	2	2
2008-11-10	14:28:18.78605	119	1	1	1
2008-11-10	14:28:19.551189	123	1	2	2
2008-11-10	14:28:20.048559	118	1	1	1
2008-11-10	14:28:20.615459	101	1	2	2
2008-11-10	14:28:21.00566	117	1	1	1
2008-11-10	14:28:22.025769	307	1	1	1
2008-11-10	14:28:22.23544	119	0	1	1
2008-11-10	14:28:22.48164	123	0	2	2
2008-11-10	14:28:22.81818	121	0	2	2
2008-11-10	14:28:23.050209	122	0	2	2
2008-11-10	14:28:23.678289	101	0	2	2
2008-11-10	14:28:23.940809	103	1	2	2
2008-11-10	14:28:24.28638	118	0	1	1
2008-11-10	14:28:26.409889	117	0	1	1
2008-11-10	14:28:26.71141	103	0	2	2
2008-11-10	14:28:30.07605	103	1	2	2
2008-11-10	14:28:32.473779	204	0	1	1
2008-11-10	14:28:33.0757	101	1	2	2
2008-11-10	14:28:33.714829	123	1	2	2
2008-11-10	14:28:34.015579	103	0	2	2
2008-11-10	14:28:34.89439	312	1	2	2
2008-11-10	14:28:36.62255	206	0	1	1
2008-11-10	14:28:37.072679	101	0	2	2
2008-11-10	14:28:38.5292	123	0	2	2
2008-11-10	14:28:40.348929	117	1	1	1
2008-11-10	14:28:42.63277	117	0	1	1
2008-11-10	14:28:42.989929	312	1	2	2
2008-11-10	14:28:45.813129	126	1	2	2
2008-11-10	14:28:50.51813	312	1	2	2
2008-11-10	14:29:04.97305	117	1	1	1
2008-11-10	14:29:07.80058	117	0	1	1
2008-11-10	14:29:13.858639	123	1	2	2
2008-11-10	14:29:14.975339	101	1	2	2
2008-11-10	14:29:16.568639	101	0	2	2
2008-11-10	14:29:16.834959	123	0	2	2
2008-11-10	14:29:17.73793	103	1	2	2
2008-11-10	14:29:22.318779	103	0	2	2
2008-11-10	14:29:22.996419	103	1	2	2
2008-11-10	14:29:26.25828	103	0	2	2
2008-11-10	14:29:27.584359	104	1	2	2
2008-11-10	14:29:29.76985	104	0	2	2
2008-11-10	14:29:30.450469	312	0	2	2
2008-11-10	14:29:30.68878	104	1	2	2
2008-11-10	14:29:31.3735	312	1	2	2
2008-11-10	14:29:32.501029	104	0	2	2
2008-11-10	14:29:33.1159	117	1	1	1
2008-11-10	14:29:34.108609	104	1	2	2
2008-11-10	14:29:35.33645	117	0	1	1
2008-11-10	14:29:37.744859	104	0	2	2
2008-11-10	14:29:40.285569	103	1	2	2
2008-11-10	14:29:42.10099	102	1	2	2
2008-11-10	14:29:42.73407	101	1	2	2
2008-11-10	14:29:43.515799	123	1	2	2
2008-11-10	14:29:43.77201	102	0	2	2
2008-11-10	14:29:43.976389	103	0	2	2
2008-11-10	14:29:44.66421	312	1	2	2
2008-11-10	14:29:46.040679	101	0	2	2
2008-11-10	14:29:46.72827	123	0	2	2
2008-11-10	14:30:27.88842	117	1	1	1
2008-11-10	14:30:31.1084	117	0	1	1
2008-11-10	14:31:03.32905	117	1	1	1
2008-11-10	14:31:05.212919	117	0	1	1
2008-11-10	14:31:07.15455	117	1	1	1
2008-11-10	14:31:10.439539	117	0	1	1
2008-11-10	14:31:11.127579	117	1	1	1
2008-11-10	14:31:13.788889	117	0	1	1
2008-11-10	14:31:15.272119	117	1	1	1
2008-11-10	14:31:19.86819	117	0	1	1
2008-11-10	14:31:27.565	123	1	2	2
2008-11-10	14:31:27.90807	312	0	2	2
2008-11-10	14:31:29.07059	101	1	2	2
2008-11-10	14:31:29.99461	107	1	2	3
2008-11-10	14:31:30.84085	108	1	2	3
2008-11-10	14:31:31.02747	117	1	1	1
2008-11-10	14:31:31.83412	109	1	2	3
2008-11-10	14:31:32.51566	101	0	2	2
2008-11-10	14:31:32.75568	117	0	1	1
2008-11-10	14:31:33.00231	123	0	2	2
2008-11-10	14:31:33.83519	114	1	2	3
2008-11-10	14:31:34.420799	115	1	2	3
2008-11-10	14:31:34.860389	108	0	2	3
2008-11-10	14:31:35.112179	107	0	2	3
2008-11-10	14:31:35.71351	114	0	2	3
2008-11-10	14:31:35.99339	109	0	2	3
2008-11-10	14:31:37.006659	114	1	1	4
2008-11-10	14:31:37.76706	108	1	1	4
2008-11-10	14:31:37.99985	117	1	1	4
2008-11-10	14:31:38.271369	109	1	1	4
2008-11-10	14:31:38.907769	114	0	1	4
2008-11-10	14:31:39.334769	116	1	1	4
2008-11-10	14:31:39.5827	107	1	1	4
2008-11-10	14:31:40.00179	106	1	2	3
2008-11-10	14:31:40.713119	116	0	1	4
2008-11-10	14:31:40.94123	102	1	2	3
2008-11-10	14:31:41.365609	103	1	2	3
2008-11-10	14:31:42.054759	108	0	1	4
2008-11-10	14:31:42.26688	109	0	1	4
2008-11-10	14:31:42.586849	115	0	1	4
2008-11-10	14:31:43.06487	117	0	1	4
2008-11-10	14:31:43.83485	102	0	1	4
2008-11-10	14:31:44.9307	108	1	1	4
2008-11-10	14:31:45.20	101	1	1	4
2008-11-10	14:31:45.42808	123	1	1	4
2008-11-10	14:31:45.741509	103	1	1	4
2008-11-10	14:31:46.33084	106	0	1	4
2008-11-10	14:31:46.942729	108	0	1	4
2008-11-10	14:31:48.080339	107	0	1	4
2008-11-10	14:31:48.80689	103	0	1	4
2008-11-10	14:31:49.48493	123	0	1	4
2008-11-10	14:31:50.980429	102	1	2	3
2008-11-10	14:31:51.331919	104	1	2	3
2008-11-10	14:31:51.87541	101	0	2	3
2008-11-10	14:31:55.44805	107	1	2	3
2008-11-10	14:31:55.68542	106	1	2	3
2008-11-10	14:31:56.32873	103	1	2	3
2008-11-10	14:31:57.511509	110	1	1	4
2008-11-10	14:31:58.75373	111	1	1	4
2008-11-10	14:31:59.06994	109	1	2	3
2008-11-10	14:32:00.1026	109	0	2	3
2008-11-10	14:32:00.78338	106	1	1	4
2008-11-10	14:32:01.46338	111	1	2	3
2008-11-10	14:32:01.745199	103	0	2	3
2008-11-10	14:32:02.49756	108	0	2	3
2008-11-10	14:32:02.787529	109	1	2	3
2008-11-10	14:32:03.02057	102	0	2	3
2008-11-10	14:32:03.28148	104	0	2	3
2008-11-10	14:32:03.868849	108	1	1	4
2008-11-10	14:32:04.11556	106	1	1	4
2008-11-10	14:32:04.341939	109	1	1	4
2008-11-10	14:32:04.975579	111	0	2	3
2008-11-10	14:32:06.054899	108	0	2	3
2008-11-10	14:32:06.805969	110	0	2	3
2008-11-10	14:32:07.69338	108	1	1	4
2008-11-10	14:32:09.189529	108	0	1	4
2008-11-10	14:32:09.51005	107	0	1	4
2008-11-10	14:32:10.98475	107	1	2	3
2008-11-10	14:32:12.420439	108	1	2	3
2008-11-10	14:32:13.11507	101	1	2	3
2008-11-10	14:32:13.82497	109	0	2	3
2008-11-10	14:32:15.21215	102	1	2	3
2008-11-10	14:32:17.082669	107	0	2	3
2008-11-10	14:32:17.724289	106	0	2	3
2008-11-10	14:32:18.423799	107	1	1	4
2008-11-10	14:32:18.654939	106	1	2	3
2008-11-10	14:32:19.33451	102	0	2	3
2008-11-10	14:32:20.014359	106	0	2	3
2008-11-10	14:32:20.724519	101	0	2	3
2008-11-10	14:32:20.93664	109	1	2	3
2008-11-10	14:32:21.16809	102	1	2	3
2008-11-10	14:32:21.468899	115	1	2	3
2008-11-10	14:32:22.14294	108	0	2	3
2008-11-10	14:32:22.424679	116	1	2	3
2008-11-10	14:32:22.65297	106	1	2	5
2008-11-10	14:32:22.90261	109	0	2	3
2008-11-10	14:32:23.135299	102	0	2	3
2008-11-10	14:32:23.805299	117	1	1	1
2008-11-10	14:32:24.085939	107	0	1	1
2008-11-10	14:32:24.78128	117	0	1	1
2008-11-10	14:32:25.08505	116	0	1	1
2008-11-10	14:32:25.383899	115	0	1	1
2008-11-10	14:32:26.73966	110	1	2	5
2008-11-10	14:32:27.455349	106	0	2	5
2008-11-10	14:32:28.150439	110	0	2	5
2008-11-10	14:33:09.865099	117	1	1	1
2008-11-10	14:33:11.57974	206	1	1	1
2008-11-10	14:33:12.051889	117	0	1	1
2008-11-10	14:33:15.754509	117	1	1	1
2008-11-10	14:33:18.044519	117	0	1	1
2008-11-10	14:33:18.363039	126	1	1	1
2008-11-10	14:33:21.012619	117	1	1	1
2008-11-10	14:33:22.2011	204	1	1	1
2008-11-10	14:33:24.046519	204	0	1	1
2008-11-10	14:33:24.66789	204	1	1	1
2008-11-10	14:33:26.194999	117	0	1	1
2008-11-10	14:33:26.933049	126	0	1	1
2008-11-10	14:33:29.68825	307	0	1	1
2008-11-10	14:33:31.49232	117	1	1	1
2008-11-10	14:33:32.740989	106	1	1	1
2008-11-10	14:33:33.273169	118	1	1	1
2008-11-10	14:35:31.568949	122	1	2	7
2008-11-10	14:35:31.898509	118	1	2	7
2008-11-10	14:35:32.48601	121	0	1	6
2008-11-10	14:35:33.37483	151	1	1	6
2008-11-10	14:35:33.6015	126	0	1	6
2008-11-10	14:35:34.97404	119	0	1	6
2008-11-10	14:35:35.83621	118	0	2	7
2008-11-10	14:35:36.544909	311	1	2	7
2008-11-10	14:35:37.485729	312	0	1	6
2008-11-10	14:35:38.21879	312	1	1	6
2008-11-10	14:35:41.108979	122	0	1	6
2008-11-10	14:35:41.790829	123	1	1	6
2008-11-10	14:35:42.13891	312	0	1	6
2008-11-10	14:35:43.075479	101	1	1	6
2008-11-10	14:35:45.14275	107	1	1	6
2008-11-10	14:35:45.91845	108	1	1	6
2008-11-10	14:35:46.104919	123	0	1	6
2008-11-10	14:35:46.4284	115	1	1	6
2008-11-10	14:35:47.56655	101	0	1	6
2008-11-10	14:35:48.145699	116	0	1	6
2008-11-10	14:35:48.37132	107	0	1	6
2008-11-10	14:35:49.164479	108	0	1	6
2008-11-10	14:35:49.42596	117	1	1	6
2008-11-10	14:35:49.94859	151	1	2	7
2008-11-10	14:35:50.9293	115	0	1	6
2008-11-10	14:35:51.394239	117	0	1	6
2008-11-10	14:35:51.632289	117	0	1	6
2008-11-10	14:35:52.753309	311	0	2	7
2008-11-10	14:35:55.3873	117	1	2	7
2008-11-10	14:35:57.44261	116	1	2	7
2008-11-10	14:35:57.7406	115	1	2	7
2008-11-10	14:35:58.21911	311	0	2	7
2008-11-10	14:35:59.02514	108	1	1	6
2008-11-10	14:35:59.26007	117	0	2	7
2008-11-10	14:35:59.60483	109	1	1	6
2008-11-10	14:36:00.393219	116	0	2	7
2008-11-10	14:36:00.631059	107	1	1	6
2008-11-10	14:36:01.35871	311	0	2	7
2008-11-10	14:36:01.61488	109	0	1	6
2008-11-10	14:36:01.896579	115	0	1	6
2008-11-10	14:36:03.28853	108	0	1	6
2008-11-10	14:36:03.602279	107	0	1	6
2008-11-10	14:36:11.492929	118	1	2	7
2008-11-10	14:36:13.22761	107	1	1	6
2008-11-10	14:36:14.708479	108	1	1	6
2008-11-10	14:36:15.90774	115	1	1	6
2008-11-10	14:36:16.48249	116	1	1	6
2008-11-10	14:36:17.9883	108	0	1	6
2008-11-10	14:36:18.29345	151	0	1	6
2008-11-10	14:36:18.53564	107	0	1	6
2008-11-10	14:36:19.14347	117	1	1	6
2008-11-10	14:36:19.788079	116	0	1	6
2008-11-10	14:36:20.10749	115	0	1	6
2008-11-10	14:36:20.7107	119	1	1	6
2008-11-10	14:36:20.7107	119	1	2	7
2008-11-10	14:36:21.01482	151	1	1	6
2008-11-10	14:36:21.01482	151	1	2	7
2008-11-10	14:36:21.62331	117	0	1	6
2008-11-10	14:36:23.083709	119	0	1	6
2008-11-10	14:36:23.083709	119	0	2	7
2008-11-10	14:36:25.008009	151	0	1	6
2008-11-10	14:36:25.008009	151	0	2	7
2008-11-10	14:36:25.7081	151	1	1	6
2008-11-10	14:36:29.9298	151	0	1	6
2008-11-10	14:36:31.788269	151	1	1	6
2008-11-10	14:36:32.405119	119	1	1	6
2008-11-10	14:36:32.405119	119	1	2	7
2008-11-10	14:36:35.84996	117	1	1	6
2008-11-10	14:36:35.84996	117	1	2	7
2008-11-10	14:36:37.72826	151	0	1	6
2008-11-10	14:36:39.22831	117	0	1	6
2008-11-10	14:36:39.64422	118	0	1	6
2008-11-10	14:36:40.697619	118	1	1	6
2008-11-10	14:36:43.882639	117	1	1	6
2008-11-10	14:36:45.075469	116	1	1	6
2008-11-10	14:36:46.02532	115	1	1	6
2008-11-10	14:36:46.265419	118	0	1	6
2008-11-10	14:36:46.93436	108	1	1	6
2008-11-10	14:36:47.218679	116	0	1	6
2008-11-10	14:36:48.058799	101	1	1	6
2008-11-10	14:36:48.288969	117	0	1	6
2008-11-10	14:36:48.503449	119	0	1	6
2008-11-10	14:36:48.90491	118	1	1	6
2008-11-10	14:36:49.64311	123	1	1	6
2008-11-10	14:36:50.000159	312	1	1	6
2008-11-10	14:36:50.32744	115	0	1	6
2008-11-10	14:36:50.90822	108	0	1	6
2008-11-10	14:36:51.157649	101	0	1	6
2008-11-10	14:36:51.405699	119	1	1	6
2008-11-10	14:36:52.04495	123	0	1	6
2008-11-10	14:36:53.43701	119	0	1	6
2008-11-10	14:36:56.897449	119	1	1	6
2008-11-10	14:36:57.31326	118	1	1	6
2008-11-10	14:36:58.760639	119	0	1	6
2008-11-10	14:37:01.112489	312	0	1	6
2008-11-10	14:37:01.785029	101	1	1	9
2008-11-10	14:37:02.02535	123	1	1	9
2008-11-10	14:37:02.761029	108	1	1	9
2008-11-10	14:37:02.970789	117	1	2	7
2008-11-10	14:37:03.182369	119	1	2	7
2008-11-10	14:37:04.265899	119	0	2	7
2008-11-10	14:37:05.10605	114	1	1	9
2008-11-10	14:37:05.337899	123	0	1	9
2008-11-10	14:37:06.10659	108	0	1	9
2008-11-10	14:37:06.336139	101	0	1	9
2008-11-10	14:37:06.73058	113	1	1	9
2008-11-10	14:37:07.46788	118	1	2	7
2008-11-10	14:37:08.76024	114	0	1	9
2008-11-10	14:37:09.915369	113	1	1	9
2008-11-10	14:37:18.418659	113	0	1	9
2008-11-10	14:37:19.495419	113	1	1	9
2008-11-10	14:37:24.512919	118	0	1	9
2008-11-10	14:37:25.11626	116	1	1	9
2008-11-10	14:37:27.702559	117	0	1	9
2008-11-10	14:37:28.80534	116	0	1	9
2008-11-10	14:37:31.353369	117	1	2	7
2008-11-10	14:37:41.978709	113	0	1	9
2008-11-10	14:37:43.06146	113	1	1	9
2008-11-10	14:37:47.803319	118	1	1	9
2008-11-10	14:37:50.667979	117	0	1	9
2008-11-10	14:37:53.36857	113	0	1	9
2008-11-10	14:37:54.12278	151	1	2	7
2008-11-10	14:37:54.36452	113	1	1	9
2008-11-10	14:37:55.10243	311	0	2	7
2008-11-10	14:37:55.80741	113	0	1	9
2008-11-10	14:37:56.484889	311	1	2	7
2008-11-10	14:37:57.19348	113	1	1	9
2008-11-10	14:37:59.75864	311	0	2	7
2008-11-10	14:38:06.86749	151	0	2	7
2008-11-10	14:38:09.910739	151	1	2	7
2008-11-10	14:38:15.308569	311	1	2	7
2008-11-10	14:38:17.05987	118	0	2	7
2008-11-10	14:38:20.12874	151	1	2	7
2008-11-10	14:38:20.856379	113	0	1	9
2008-11-10	14:38:25.966799	113	1	1	9
2008-11-10	14:38:26.9909	311	0	2	7
2008-11-10	14:38:27.7323	311	1	2	7
2008-11-10	14:38:28.04536	113	0	1	9
2008-11-10	14:38:30.67259	113	1	2	8
2008-11-10	14:38:30.67259	113	1	1	9
2008-11-10	14:38:33.38349	311	0	2	7
2008-11-10	14:38:36.35836	118	1	2	7
2008-11-10	14:38:37.37927	117	1	2	7
2008-11-10	14:38:38.958499	116	1	2	8
2008-11-10	14:38:39.37588	115	1	2	8
2008-11-10	14:38:39.603189	118	0	2	8
2008-11-10	14:38:40.11205	114	1	2	8
2008-11-10	14:38:40.88227	117	0	2	8
2008-11-10	14:38:41.19614	151	0	2	8
2008-11-10	14:38:41.98512	116	0	2	8
2008-11-10	14:38:43.143889	112	1	2	8
2008-11-10	14:38:43.53427	115	0	2	8
2008-11-10	14:38:44.025409	114	0	2	8
2008-11-10	14:38:46.81855	111	1	2	8
2008-11-10	14:38:47.974299	113	0	2	8
2008-11-10	14:38:47.974299	113	0	1	9
2008-11-10	14:38:50.15737	111	0	2	8
2008-11-10	14:38:50.895819	112	0	2	8
2008-11-10	14:38:51.142889	111	1	2	8
2008-11-10	14:38:52.55431	111	0	2	8
2008-11-10	14:38:54.456199	111	1	2	8
2008-11-10	14:38:57.097549	111	0	2	8
2008-11-10	14:39:14.41892	113	1	1	9
2008-11-10	14:39:16.33276	113	0	1	9
2008-11-10	14:39:16.88012	111	1	2	8
2008-11-10	14:39:20.1008	111	0	2	8
2008-11-10	14:41:09.29833	111	1	2	8
2008-11-10	14:41:11.201189	113	1	1	9
2008-11-10	14:41:12.619659	113	0	2	8
2008-11-10	14:41:13.66561	111	0	2	8
2008-11-10	14:41:16.708209	111	1	2	8
2008-11-10	14:41:21.010149	111	0	2	8
2008-11-10	14:41:29.50851	113	1	1	9
2008-11-10	14:41:30.58433	113	0	1	9
2008-11-10	14:41:32.82532	113	1	1	9
2008-11-10	14:41:35.113329	113	0	1	9
2008-11-10	14:41:35.785809	113	1	1	9
2008-11-10	14:41:36.82518	113	0	1	9
2008-11-10	14:41:56.74302	111	1	2	8
2008-11-10	14:42:00.13273	111	0	2	8
2008-11-10	14:42:17.95315	113	1	1	9
2008-11-10	14:42:19.75833	113	0	1	9
2008-11-10	14:42:34.65877	113	1	1	9
2008-11-10	14:42:36.06585	113	0	1	9
2008-11-10	14:42:58.798079	113	1	1	9
2008-11-10	14:43:00.67775	113	0	1	9
2008-11-10	14:43:17.96317	113	1	1	9
2008-11-10	14:43:18.599339	111	1	2	8
2008-11-10	14:43:19.69032	113	0	1	9
2008-11-10	14:43:21.19646	111	0	2	8
2008-11-10	14:44:04.159219	113	1	1	9
2008-11-10	14:44:04.9446	111	1	2	8
2008-11-10	14:44:09.31835	111	1	2	8
2008-11-10	14:44:14.97142	111	0	2	8
2008-11-10	14:44:17.615609	111	1	2	8
2008-11-10	14:44:19.95927	111	0	2	8
2008-11-10	14:44:21.95864	111	1	2	8
2008-11-10	14:44:25.218729	112	1	2	8
2008-11-10	14:44:27.084049	113	1	1	9
2008-11-10	14:44:27.773979	111	0	2	8
2008-11-10	14:44:38.83892	312	1	1	9
2008-11-10	14:44:39.032749	113	0	1	9
2008-11-10	14:44:39.95296	115	1	1	9
2008-11-10	14:44:40.66487	116	1	1	9
2008-11-10	14:44:41.393369	312	0	1	9
2008-11-10	14:44:42.083319	101	1	1	10
2008-11-10	14:44:42.478029	117	1	2	11
2008-11-10	14:44:42.724709	123	1	1	10
2008-11-10	14:44:43.450279	108	1	1	10
2008-11-10	14:44:43.66591	114	0	1	10
2008-11-10	14:44:43.965759	107	1	1	10
2008-11-10	14:44:44.73374	123	0	1	10
2008-11-10	14:44:45.015549	116	1	1	10
2008-11-10	14:44:45.22757	107	0	1	10
2008-11-10	14:44:45.62449	109	0	1	10
2008-11-10	14:44:46.11661	118	0	1	10
2008-11-10	14:44:46.65294	108	0	1	10
2008-11-10	14:44:46.918179	101	0	1	10
2008-11-10	14:44:47.201859	314	1	2	11
2008-11-10	14:44:47.743119	117	0	2	11
2008-11-10	14:44:48.216809	116	0	2	11
2008-11-10	14:44:49.186039	115	0	2	11
2008-11-10	14:44:54.228179	117	1	2	11
2008-11-10	14:44:54.228179	117	1	1	10
